NAME;ISIN;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
NOBIA;SE0000949331;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;57770;57770;34576;36649;36933;39631;22300;21000;22100;22500;12900;13200;12600;10227;9978;8287;7108;5428;5428
HUSQVARNA B;SE0001662230;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;40411;43033;44141;38162;43361;42875;35202;33957;28589;24259;17647;19773;22468;16039;14217;14217
SAS DEAD - DELIST.14/08/24;SE0003366871;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;3784000;3664701;3872463;3925993;4143632;4216820;4156875;4498817;4805436;4744932;4611867;1802000;1189000;2414000;3071000;3071000;3071000
TELE2 B;SE0005190238;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1558;678;750;750;10232;6685;7144;7974;6749;5915;6306;3311;2464;2443;1467;1356;1394;1394
AXFOOD;SE0006993770;N/A;N/A;N/A;N/A;N/A;N/A;10882;11088;15276;14935;15353;10198;9955;13289;10207;9636;9433;5309;11180;17406;16721;15569;14126;13042;12225;5430;5430
ASSA ABLOY B;SE0007100581;N/A;N/A;N/A;N/A;N/A;N/A;N/A;46000;45000;45000;39060;42500;70121;259824;264226;326494;267389;167418;139207;139215;104052;62575;63798;62016;60243;85476;85476
SVENSKA HANDELSBANKEN A;SE0007100599;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;209;289;17,27;124,7;26;47;28;28;51;86;41;40;24;339;299;154;143;143
HOLMEN B;SE0011090018;N/A;N/A;N/A;N/A;N/A;N/A;481900;481900;419000;399000;252000;303000;259000;330000;254000;126000;180000;124000;73000;75000;86000;79000;97000;58000;54000;61000;61000
FABEGE;SE0011166974;N/A;N/A;N/A;N/A;N/A;N/A;N/A;725;725;725;0;0;0;0;0;0;0;0;0;22;22;22;98;54;0;37;37
ENIRO GROUP;SE0011256312;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4088;4088;4088;4088;4088;4088;4088;4088;4088;4088;4088;4088;4088;4088;26,2;15,3;15,3
INVESTOR A;SE0015811955;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;21;21;21;21;21;21;21;21;18;16;11;11;63010;63011;63011
SWEDISH MATCH DEAD - DELIST.02/01/23;SE0015812219;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1827;18485;18349;14785;11627;12158;37866;34622;13128;11988;10860;10082;9434;9564;9564;9564;9564;9564;9564;9564
HEXAGON B;SE0015961909;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;9955;8225;13726,4;15392,8;13832,3;13832,3
NIBE INDUSTRIER;SE0015988019;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;11000;10600;17377;23835;29035;26624;26403;34798;31449;34694;29977;29977
ELECTROLUX B;SE0016589188;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;425783;376619,72;362816,9;362548;408072;369982;189000;184000;176000;176000;164000;140000;77000;83000;73000;61000;61000;61000
ATLAS COPCO A;SE0017486889;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;21000;25000;28000;29000;29000;27000;24000;22000;25000;21000;97000;75000;79000;92000;89000;91000;91000
MODERN TIMES GROUP MTG B;SE0018012494;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;532;291;372;361;691;1644;1279;1138;595;258;38;29;1,7;1,3;0;33,6;33,6
WIHLBORGS FASTIGHETER;SE0018012635;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;506;469;336;515;652;516;441;348;478;728;1977;1090;1007;953;615;510;510
BOLIDEN ORD SHS;SE0020050417;N/A;N/A;N/A;N/A;N/A;N/A;703000;189936;413000;473000;486000;510000;542580;574000;578000;554000;559000;594000;605000;644000;598000;544000;624794;629000;627845;657646;657646
AUTOLIV;US0528001094;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;102103,61;119092,85;107000;98000;103000;102000;95000;75000;75000
PARTNER COMMS.ADR 1:1 DEAD - DELIST.22/09/23;US70211M1099;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;15892;14372;13392;13392;13392;13392;13392;13392;5170;4833;3854;4238,28;4569;4569;4569;4569
TEVA PHARMACEUTICAL INDUSTRIES ADR 1:1;US8816242098;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;193603,09;210684;377704;438420;428744;405044;392268;458755;372604;299146;290471;282044;253306;242056;243603;243603
VEON ADR 1:25;US91822M5022;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;250000;210000;160000;190000;230000;160000;160000;140000;100000;100000;100000;160000;160000
